bin n k/h/Mpc lin_power/(Mpc/h)^3 2_power reference
0 124 0.007026 24945.679645 230247636.697938 23312.716664
1 93 0.007610 21211.797457 172549867.780257 24056.705281
2 104 0.008076 22626.370989 186674612.553787 24562.483342
3 80 0.008457 26579.068778 264640951.303667 24924.793447
4 205 0.009030 23611.959076 308519937.579515 25389.168496
5 100 0.009540 20608.819851 408702122.521786 25729.794656
6 209 0.010041 28259.918906 307010153.763966 26004.788534
7 240 0.010642 27896.941933 244897680.725100 26264.500059
8 241 0.011260 27296.738150 250436655.918048 26461.759496
9 340 0.011879 26397.759365 190032661.912379 26596.917835
10 393 0.012644 25371.950409 525620329.444029 26689.273576
11 428 0.013354 25862.053351 272991148.511432 26711.510178
12 501 0.014109 27728.495355 234199930.775020 26678.227576
13 585 0.014893 26496.624578 289303354.775080 26591.055211
14 724 0.015725 25971.549490 261392566.389244 26449.456762
15 893 0.016669 24689.577314 217597538.569105 26237.837915
16 981 0.017639 25531.160017 231167794.584463 25974.732410
17 1153 0.018627 25402.277648 234635997.035359 25668.536025
18 1385 0.019682 25312.320604 290170489.176531 25308.118128
19 1557 0.020783 25902.817890 222416815.030740 24903.657274
20 2017 0.021982 25381.212753 256640250.263683 24438.475883
21 2305 0.023275 24042.503226 231150219.613601 23916.290700
22 2761 0.024635 23941.863310 246178081.192947 23352.643425
23 3185 0.026058 23432.279099 237137445.089693 22753.544037
24 3809 0.027557 23208.025104 246746460.828379 22119.377583
25 4433 0.029141 21666.868496 225534278.706951 21451.534658
26 5322 0.030819 20267.030719 228676914.388637 20751.511144
27 6089 0.032574 19816.020206 236809729.270271 20032.372909
28 7270 0.034419 19226.479545 216811816.994399 19294.481996
29 8861 0.036411 18345.947946 230470499.570165 18521.945031
30 10350 0.038535 18147.333182 217669858.936148 17728.127831
31 11926 0.040738 16832.566245 218723281.958180 16938.602847
32 14314 0.043059 16319.846771 214105691.131723 16145.470296
33 17194 0.045556 15563.403551 213277667.835697 15336.159822
34 19970 0.048189 14719.332936 211369040.529859 14531.217806
35 23330 0.050935 13654.733006 209821328.978275 13743.117169
36 28019 0.053852 12978.284608 208508570.304092 12960.821692
37 32810 0.056943 12173.019819 204934146.414363 12189.858374
38 39011 0.060210 11418.195380 203555060.935151 11435.598902
39 46275 0.063681 10641.592055 199241375.082705 10697.773691
40 54283 0.067342 9989.279970 196588109.677070 9984.033846
41 64447 0.071210 9242.974837 193765578.736971 9295.736709
42 75927 0.075301 8653.558579 191964939.621144 8633.809658
43 89732 0.079622 8004.868450 188176361.531036 8000.814563
44 106183 0.084193 7442.721000 186317733.849387 7396.823706
45 125668 0.089033 6814.524585 182333769.003862 6822.289386
46 148604 0.094155 6265.565089 179519480.557560 6278.205147
47 175353 0.099567 5748.696233 174813254.301033 5765.562845
48 207425 0.105288 5295.847819 170287946.852018 5284.018218
49 244857 0.111334 4851.741769 167992671.833044 4833.070917
50 289677 0.117728 4434.565241 165548659.353021 4412.002912
51 342617 0.124493 4023.983668 159540594.564207 4019.752009
52 405414 0.131652 3656.792925 156920377.406862 3655.357063
53 478986 0.139223 3316.159836 153966028.354400 3318.054043
54 566031 0.147224 2999.250917 150158527.734280 3006.799156
55 668383 0.155679 2723.057335 147255197.238123 2720.369985
56 738901 0.164493 2464.166600 144353364.776716 2460.648316
57 725334 0.173923 2220.669203 140072874.278545 2219.484666
58 690734 0.183891 2003.856104 136305102.051893 1998.908115
59 629822 0.194412 1796.393316 133022415.066789 1797.878858
