bin n k/h/Mpc lin_power/(Mpc/h)^3 2_power reference
0 124 0.007026 22594.816681 163715692.661292 23294.600677
1 93 0.007610 18513.632158 137645964.596072 24034.770035
2 104 0.008076 22404.634023 188970047.575888 24537.264054
3 80 0.008457 26414.386443 161572965.965348 24896.729871
4 205 0.009030 25432.493151 375656304.223664 25356.582203
5 100 0.009540 21549.564234 254127335.550548 25692.939137
6 209 0.010041 25799.909839 276990950.432787 25963.525309
7 240 0.010642 27133.854337 176928728.710990 26217.697327
8 241 0.011260 25050.011781 163104019.098031 26408.974981
9 340 0.011879 28856.020095 166144502.397946 26537.875691
10 393 0.012644 27185.848877 207201876.758276 26622.155123
11 428 0.013354 25938.028772 185638572.997124 26636.593272
12 501 0.014109 25265.061272 154253590.606788 26594.709949
13 585 0.014893 24869.798935 180526432.944284 26498.318893
14 724 0.015725 25227.852054 172040090.835275 26346.650047
15 893 0.016669 26388.078865 158025350.680681 26123.264654
16 981 0.017639 24901.055853 192887487.457680 25847.757064
17 1153 0.018627 26150.745077 175820598.777130 25528.643799
18 1385 0.019682 25454.733593 203143241.728639 25154.171879
19 1557 0.020783 25229.010341 156366119.994640 24734.813816
20 2017 0.021982 23776.727013 193954715.261339 24253.193888
21 2305 0.023275 24251.775616 179508104.167807 23713.097127
22 2761 0.024635 23842.645649 172429514.202023 23130.499070
23 3185 0.026058 22197.256452 170969763.195084 22511.500393
24 3809 0.027557 21208.144165 181921586.962679 21856.398621
25 4433 0.029141 20965.515398 164395663.640940 21166.540819
26 5322 0.030819 20683.643291 164263260.259301 20443.390599
27 6089 0.032574 19663.718132 177896558.176826 19700.373796
28 7270 0.034419 18769.921682 158559496.172449 18937.804826
29 8861 0.036411 18233.264646 167731658.938675 18139.200162
30 10350 0.038535 17137.407525 158961437.012226 17318.321844
31 11926 0.040738 16399.466292 158140154.115453 16501.585996
32 14314 0.043059 15718.895617 157509769.400599 15680.810610
33 17194 0.045556 14700.960145 153118920.501463 14842.973471
34 19970 0.048189 13907.820845 152324691.373007 14009.344664
35 23330 0.050935 13001.852490 149761743.041699 13192.869368
36 28019 0.053852 12318.810985 147971954.221749 12382.151799
37 32810 0.056943 11609.420703 144131959.425043 11582.965163
38 39011 0.060210 10813.057914 142639719.570169 10800.939770
39 46275 0.063681 9990.170713 139053436.270743 10035.872745
40 54283 0.067342 9251.680213 137365711.597232 9295.789078
41 64447 0.071210 8588.377513 132698357.202033 8582.201110
42 75927 0.075301 7909.161105 129868199.939929 7896.187763
43 89732 0.079622 7255.288544 125452582.371422 7240.532877
44 106183 0.084193 6612.388901 122913007.027646 6615.450450
45 125668 0.089033 6027.223469 118640514.067077 6021.558849
46 148604 0.094155 5481.604411 115357282.760286 5460.043293
47 175353 0.099567 4940.132824 111510194.784127 4932.087596
48 207425 0.105288 4437.444663 107271349.673564 4437.496908
49 244857 0.111334 3968.678448 103596291.457428 3975.916181
50 289677 0.117728 3557.964056 100812635.432142 3546.765148
51 342617 0.124493 3146.693383 96293226.653284 3149.109817
52 405414 0.131652 2781.957452 91870643.769748 2782.114540
53 478986 0.139223 2443.084534 88828515.272946 2445.128533
54 566031 0.147224 2134.990664 85078033.396562 2137.198455
55 668383 0.155679 1859.067858 82062918.464528 1857.170422
56 738901 0.164493 1607.911140 78966830.864828 1606.831032
57 725334 0.173923 1381.909771 74582374.382207 1378.299271
58 690734 0.183891 1174.563847 71040455.286272 1173.508590
59 629822 0.194412 993.164652 67333710.586595 991.357848
