bin n k/h/Mpc lin_power/(Mpc/h)^3 2_power reference
0 124 0.007026 22817.202321 79090673.515476 23219.985098
1 93 0.007610 24157.113654 74805993.308608 23944.455021
2 104 0.008076 25669.180281 76805770.421968 24433.458101
3 80 0.008457 28549.405976 82565341.243591 24781.245836
4 205 0.009030 24034.218117 289433682.955151 25222.540969
5 100 0.009540 21917.297529 115298281.348725 25541.394674
6 209 0.010041 26269.610715 102407137.701621 25793.924175
7 240 0.010642 24054.876240 89058136.363839 26025.423901
8 241 0.011260 23861.620680 85905010.083884 26192.245743
9 340 0.011879 26288.223191 80132342.212254 26295.593113
10 393 0.012644 28040.016305 155281274.383415 26346.939370
11 428 0.013354 28985.402350 100277276.715452 26329.628833
12 501 0.014109 27023.088183 84308768.962540 26252.791095
13 585 0.014893 25663.082357 102126589.327682 26119.006761
14 724 0.015725 26376.340227 90909109.755317 25926.578847
15 893 0.016669 26958.295608 80277111.445167 25655.691605
16 981 0.017639 26477.251449 88046184.581174 25330.265234
17 1153 0.018627 25292.192270 84313250.293432 24959.330978
18 1385 0.019682 24382.930448 104230697.147784 24528.682562
19 1557 0.020783 24929.168495 79318352.263128 24050.024993
20 2017 0.021982 23143.062277 94916198.164274 23503.282377
21 2305 0.023275 22768.379605 86590577.622160 22892.623257
22 2761 0.024635 22020.327461 86198988.773192 22235.848559
23 3185 0.026058 21424.675303 88398369.811380 21539.529535
24 3809 0.027557 20997.211561 87207692.519887 20803.758885
25 4433 0.029141 20687.055570 81761284.548968 20029.881875
26 5322 0.030819 19161.484394 79367279.440246 19219.440035
27 6089 0.032574 18356.359914 82251210.180093 18387.433132
28 7270 0.034419 17666.464320 75383456.375323 17534.228984
29 8861 0.036411 16341.801679 79234358.641421 16641.510818
30 10350 0.038535 15806.142460 74914282.476344 15724.894728
31 11926 0.040738 14835.214629 75469880.268218 14814.144705
32 14314 0.043059 13978.891357 73819358.282382 13900.464435
33 17194 0.045556 13028.848285 69322947.033785 12969.864015
34 19970 0.048189 12000.521779 69575227.477055 12046.586704
35 23330 0.050935 10994.160902 66748760.098055 11145.559016
36 28019 0.053852 10321.705064 65116683.372385 10254.903236
37 32810 0.056943 9413.229518 63357577.514328 9381.833946
38 39011 0.060210 8534.705672 60340467.541766 8533.421385
39 46275 0.063681 7704.344420 56960588.104677 7710.451065
40 54283 0.067342 6870.936369 55282121.765498 6922.581963
41 64447 0.071210 6168.947894 51924413.940041 6172.395110
42 75927 0.075301 5442.656839 48556149.597353 5462.008538
43 89732 0.079622 4813.704640 45667913.789563 4795.228778
44 106183 0.084193 4180.785290 43204488.435270 4173.102957
45 125668 0.089033 3602.745846 39793486.598354 3596.987219
46 148604 0.094155 3077.942718 36616461.977988 3068.585139
47 175353 0.099567 2593.467777 33504965.323350 2589.262928
48 207425 0.105288 2167.689392 30202618.217900 2158.760001
49 244857 0.111334 1779.401744 27632702.413442 1776.343538
50 289677 0.117728 1446.864479 24803004.427058 1440.722963
51 342617 0.124493 1152.402505 21923869.092398 1149.953325
52 405414 0.131652 907.449517 19378724.757329 901.781304
53 478986 0.139223 694.669009 17110608.471169 693.647567
54 566031 0.147224 523.968667 15025327.943633 522.372093
55 668383 0.155679 385.184072 13209792.363503 384.322620
56 738901 0.164493 277.974375 11568949.477495 276.790210
57 725334 0.173923 193.934908 9593231.091395 192.945621
58 690734 0.183891 131.015040 7898615.456162 130.283009
59 629822 0.194412 85.862830 6547548.097070 84.973076
