bin n k/h/Mpc lin_power/(Mpc/h)^3 2_power reference
0 124 0.007026 23036.925384 145968562.723998 23278.222152
1 93 0.007610 21845.431469 115912688.806121 24014.941095
2 104 0.008076 22433.141552 123211783.283258 24514.468916
3 80 0.008457 26103.055189 137515120.342775 24871.366245
4 205 0.009030 25277.034888 456755164.993095 25327.135406
5 100 0.009540 24069.866137 288492224.242673 25659.639159
6 209 0.010041 23279.731375 182152597.905214 25926.248335
7 240 0.010642 26598.171904 143527724.235217 26175.423867
8 241 0.011260 23220.702931 120977942.171671 26361.308295
9 340 0.011879 29653.943000 129369630.861225 26484.569553
10 393 0.012644 29781.945686 231381764.647023 26561.574357
11 428 0.013354 26101.380904 169719094.025976 26568.992379
12 501 0.014109 26605.249952 145831349.858377 26519.371696
13 585 0.014893 26391.575882 150023652.745281 26414.693318
14 724 0.015725 26415.391909 139379427.566763 26253.978818
15 893 0.016669 26468.278374 135300097.173425 26020.034297
16 981 0.017639 26780.508577 145142239.305738 25733.409542
17 1153 0.018627 25924.710249 150699014.935732 25402.731703
18 1385 0.019682 24374.852042 160693478.605297 25015.694240
19 1557 0.020783 24985.821777 134958994.007262 24583.037294
20 2017 0.021982 23810.615999 142528724.055103 24086.768513
21 2305 0.023275 23257.430258 135145202.140406 23530.743273
22 2761 0.024635 22682.024135 139748494.878472 22931.332743
23 3185 0.026058 22083.803268 130922395.256011 22294.727897
24 3809 0.027557 21321.116635 150919819.668563 21621.160396
25 4433 0.029141 21106.578207 137131948.052766 20911.953184
26 5322 0.030819 19951.627896 132256310.195246 20168.558915
27 6089 0.032574 19460.848284 136148677.297770 19404.737331
28 7270 0.034419 18472.785149 128036711.287697 18620.781754
29 8861 0.036411 17507.636315 132740956.592452 17799.726858
30 10350 0.038535 17247.862531 125889821.724313 16955.713818
31 11926 0.040738 16064.116433 128284776.573985 16115.913281
32 14314 0.043059 15145.485777 122376039.726113 15271.937806
33 17194 0.045556 14333.300139 122390680.058082 14410.437611
34 19970 0.048189 13638.666860 121919840.990531 13553.342337
35 23330 0.050935 12846.171551 117571826.051407 12714.034023
36 28019 0.053852 11989.417990 117796556.887640 11880.887788
37 32810 0.056943 11105.765140 113327047.834513 11059.948828
38 39011 0.060210 10227.894314 110475334.846685 10257.129261
39 46275 0.063681 9499.590361 109233714.648996 9472.369362
40 54283 0.067342 8732.480474 106190462.386334 8714.063945
41 64447 0.071210 7953.546481 101531057.072769 7983.933403
42 75927 0.075301 7304.294275 98945281.003081 7283.267710
43 89732 0.079622 6672.247909 95753849.089966 6615.104799
44 106183 0.084193 5963.864258 92433252.572868 5979.863540
45 125668 0.089033 5360.893442 88637665.123802 5378.382151
46 148604 0.094155 4809.501465 85432488.256629 4812.069071
47 175353 0.099567 4281.597772 81030144.533054 4282.309338
48 207425 0.105288 3805.419823 76819110.800281 3789.076446
49 244857 0.111334 3347.726591 73623003.538748 3332.162133
50 289677 0.117728 2914.106058 70549281.489191 2911.105638
51 342617 0.124493 2520.960396 66204639.376752 2525.065683
52 405414 0.131652 2176.276214 62205772.322249 2173.257260
53 478986 0.139223 1857.076201 59306360.659398 1855.012183
54 566031 0.147224 1574.102904 55843918.997000 1569.297354
55 668383 0.155679 1313.850327 53254124.612415 1314.812285
56 738901 0.164493 1094.769168 50352237.208243 1092.741601
57 725334 0.173923 897.316545 46427301.777500 895.654448
58 690734 0.183891 725.726502 42964400.328024 724.784523
59 629822 0.194412 578.839237 39913727.008026 578.525325
