bin n k/h/Mpc lin_power/(Mpc/h)^3 2_power reference
0 124 0.007026 21103.879337 78181782.492646 23209.386171
1 93 0.007610 20909.962781 68436925.732538 23931.630113
2 104 0.008076 24247.083787 82585393.242220 24418.721453
3 80 0.008457 21828.944742 73935534.458908 24764.855166
4 205 0.009030 25258.064558 157381810.970655 25203.523550
5 100 0.009540 31830.201535 127612355.883859 25519.901506
6 209 0.010041 25348.458477 99564913.265407 25769.878846
7 240 0.010642 27601.788845 86380755.409886 25998.176765
8 241 0.011260 26660.889063 76237942.303577 26161.548412
9 340 0.011879 27962.058108 74339698.235600 26261.294698
10 393 0.012644 26550.495926 114072510.387872 26308.005990
11 428 0.013354 23953.827011 90359369.601293 26286.233911
12 501 0.014109 25798.499375 88826280.003889 26204.492032
13 585 0.014893 25154.131122 100601445.977957 26065.470869
14 724 0.015725 26245.654996 82895403.232283 25867.346363
15 893 0.016669 27060.299187 83555469.552951 25589.836099
16 981 0.017639 25937.648181 99934931.780094 25257.469135
17 1153 0.018627 25740.380796 85184626.167002 24879.351976
18 1385 0.019682 24950.613155 102780711.532391 24440.943900
19 1557 0.020783 22816.845519 78538269.710808 23954.127573
20 2017 0.021982 23328.861302 85764391.141365 23398.465763
21 2305 0.023275 23878.124446 82732111.149409 22778.194112
22 2761 0.024635 22309.499421 82305211.512260 22111.377152
23 3185 0.026058 21641.366764 81618188.888627 21404.664591
24 3809 0.027557 20661.065582 81619055.755617 20658.138815
25 4433 0.029141 19700.895768 75247390.595203 19873.165954
26 5322 0.030819 19199.344639 76862493.140365 19051.323360
27 6089 0.032574 18197.574577 80048182.729821 18207.843539
28 7270 0.034419 17195.411142 73152267.178301 17343.130140
29 8861 0.036411 16440.092270 75760119.311419 16438.675857
30 10350 0.038535 15393.473491 70383677.991456 15510.381655
31 11926 0.040738 14480.768152 70748535.308595 14588.464893
32 14314 0.043059 13581.672808 68583508.545820 13664.100272
33 17194 0.045556 12848.494587 66170198.550275 12723.255749
34 19970 0.048189 11808.095817 64307223.130278 11790.580816
35 23330 0.050935 10825.254807 62415772.947938 10881.270572
36 28019 0.053852 10047.478358 60393678.250595 9983.472145
37 32810 0.056943 9063.625888 58146552.679718 9104.624375
38 39011 0.060210 8284.878856 54839078.283926 8252.008319
39 46275 0.063681 7437.204077 52267758.557353 7426.583371
40 54283 0.067342 6612.773035 49587173.838771 6638.197024
41 64447 0.071210 5909.681166 47054726.001421 5889.563225
42 75927 0.075301 5180.916532 44055346.448134 5182.912546
43 89732 0.079622 4511.894809 40877254.925959 4522.116816
44 106183 0.084193 3923.125778 38121513.215838 3908.258531
45 125668 0.089033 3350.700764 35256284.254437 3342.679181
46 148604 0.094155 2828.201797 32220813.432563 2826.991821
47 175353 0.099567 2367.928646 29401691.274716 2362.385058
48 207425 0.105288 1950.864581 26312911.809906 1948.370251
49 244857 0.111334 1588.461937 23448801.224325 1583.915609
50 289677 0.117728 1272.330093 20891307.396129 1267.366769
51 342617 0.124493 994.904574 18296698.875868 996.367418
52 405414 0.131652 769.763199 15930961.560992 768.199119
53 478986 0.139223 581.419820 13911680.261989 579.793562
54 566031 0.147224 428.968270 12004801.211351 427.471227
55 668383 0.155679 308.962656 10457834.166222 307.139244
56 738901 0.164493 216.623385 8965581.012170 215.503008
57 725334 0.173923 146.772603 7295582.075825 145.853603
58 690734 0.183891 96.073844 5906318.576242 95.288627
59 629822 0.194412 60.432404 4760518.930923 59.902683
