bin n k/h/Mpc lin_power/(Mpc/h)^3 2_power reference
0 124 0.007026 21330.319289 87425091.389073 23248.368197
1 93 0.007610 20736.115425 97825155.711424 23978.804120
2 104 0.008076 27009.649791 79471016.431382 24472.932340
3 80 0.008457 21859.740761 84578114.362403 24825.155316
4 205 0.009030 28573.067018 181019206.854847 25273.496007
5 100 0.009540 26355.393592 168188665.826780 25598.992477
6 209 0.010041 26361.096104 124513867.370450 25858.372064
7 240 0.010642 27782.469839 126496144.379267 26098.468905
8 241 0.011260 26603.965667 103539139.432816 26274.559087
9 340 0.011879 26785.808019 98469229.941804 26387.584989
10 393 0.012644 28557.683539 196474966.780283 26451.396036
11 428 0.013354 26185.565822 111762075.173193 26446.092175
12 501 0.014109 27013.133467 106754871.619248 26382.461938
13 585 0.014893 24437.900898 128008161.255823 26262.792779
14 724 0.015725 25496.171872 110347667.329894 26085.733589
15 893 0.016669 26850.590053 106212518.898586 25832.734186
16 981 0.017639 26035.456324 115428546.614915 25526.077379
17 1153 0.018627 25777.741195 114084076.269445 25174.595430
18 1385 0.019682 25021.304240 125899856.245143 24764.994706
19 1557 0.020783 23670.994625 98841499.265374 24308.507489
20 2017 0.021982 23056.685952 128744859.878667 23786.052370
21 2305 0.023275 23011.602029 108085797.671750 23201.633273
22 2761 0.024635 22831.630773 102017206.580295 22572.350113
23 3185 0.026058 21961.932133 106708122.376045 21904.577703
24 3809 0.027557 21793.615056 113426507.591290 21198.458544
25 4433 0.029141 20046.842312 100647352.343018 20455.306808
26 5322 0.030819 20219.252572 99847782.368674 19676.596942
27 6089 0.032574 18592.494923 104545759.992952 18876.715234
28 7270 0.034419 18193.452047 96070684.373481 18055.965861
29 8861 0.036411 16948.860142 100304751.140229 17196.623595
30 10350 0.038535 16286.130571 94918117.813623 16313.564111
31 11926 0.040738 15552.172585 94983323.833651 15435.307292
32 14314 0.043059 14455.407765 92127595.755188 14553.198980
33 17194 0.045556 13652.686157 89508592.313921 13653.467915
34 19970 0.048189 12708.114585 88679140.885878 12759.242285
35 23330 0.050935 11911.000373 87234401.615088 11884.705014
36 28019 0.053852 10986.891603 83467179.271764 11018.007692
37 32810 0.056943 10163.326096 80683377.531115 10165.770812
38 39011 0.060210 9363.018279 79089133.702410 9334.487696
39 46275 0.063681 8549.698605 75721167.310494 8524.491464
40 54283 0.067342 7723.733090 72324410.448714 7744.858378
41 64447 0.071210 7004.985522 69429179.399373 6997.757980
42 75927 0.075301 6309.157165 65871530.414667 6284.926986
43 89732 0.079622 5609.259783 62809072.623443 5609.862926
44 106183 0.084193 4958.184578 59495155.981815 4973.374291
45 125668 0.089033 4370.264919 55942596.173205 4376.668374
46 148604 0.094155 3822.696200 52521017.197417 3821.454463
47 175353 0.099567 3314.024577 49181444.189200 3309.300346
48 207425 0.105288 2845.981401 45193998.605409 2840.271704
49 244857 0.111334 2424.067627 41951173.795190 2414.137603
50 289677 0.117728 2029.303084 38864150.824727 2030.285831
51 342617 0.124493 1691.391186 35242277.052545 1687.600489
52 405414 0.131652 1387.392225 32213851.202267 1384.846468
53 478986 0.139223 1124.053775 29254991.590730 1120.680037
54 566031 0.147224 895.381178 26575560.166613 893.221748
55 668383 0.155679 701.460078 24353256.717546 700.166662
56 738901 0.164493 541.224670 22072130.929152 540.741477
57 725334 0.173923 409.075132 19210809.632490 407.921923
58 690734 0.183891 302.076162 16723987.711514 300.863507
59 629822 0.194412 217.536112 14628496.229437 216.542293
