bin n k/h/Mpc lin_power/(Mpc/h)^3 2_power reference
0 8 0.007109 35394.057663 35214.622600 21646.634230
1 17 0.007540 16838.085720 16789.748095 21929.775982
2 16 0.007948 18248.154057 18277.254452 22122.899343
3 16 0.008428 16408.276936 16393.112586 22264.946095
4 16 0.009062 24401.908822 24373.977096 22324.656475
5 24 0.009404 19313.521187 19267.389673 22302.487087
6 5 0.010053 26290.483073 26333.170922 22167.229180
7 48 0.010488 21212.532059 21270.106815 22015.507338
8 52 0.011302 25610.872773 25558.528391 21617.385394
9 12 0.011788 23965.064072 23781.054870 21318.488646
10 73 0.012661 16867.104208 16833.186327 20686.980005
11 56 0.013399 17582.079936 17576.878693 20074.995307
12 56 0.014118 16283.264444 16513.496573 19423.728497
13 85 0.014919 20918.629439 21053.944135 18649.960441
14 104 0.015855 17903.747388 17883.674112 17699.527848
15 112 0.016716 16655.320611 16576.258852 16795.362289
16 105 0.017749 15850.786251 15916.135838 15693.116411
17 152 0.018521 13801.143552 14007.518594 14866.900531
18 145 0.019564 13103.250204 13256.719552 13758.344051
19 236 0.020658 12085.496085 12221.745679 12621.104584
20 273 0.022004 11166.147001 11212.399422 11271.699443
21 332 0.023389 9964.687591 10064.519382 9958.914671
22 337 0.024805 8948.677215 9030.246375 8708.122279
23 368 0.026076 8235.154443 8334.547174 7671.048491
24 517 0.027581 6369.402211 6471.694535 6552.583277
25 540 0.029145 5527.743716 5559.682356 5515.325206
26 685 0.030811 4514.921003 4588.846960 4548.777441
27 757 0.032566 3653.349567 3676.184152 3675.106271
28 989 0.034451 2880.623441 2957.770291 2889.523378
29 1064 0.036439 2153.420385 2212.812656 2213.978558
30 1277 0.038477 1633.883774 1677.336111 1662.713446
31 1601 0.040717 1207.965163 1255.922824 1195.155969
32 1801 0.043096 860.418816 912.786359 827.119118
33 2157 0.045569 530.124443 567.221619 553.462216
34 2477 0.048160 355.323190 386.760468 355.843105
35 2969 0.050893 230.138091 258.546694 218.304204
36 3462 0.053791 131.994776 153.689135 126.762635
37 4173 0.056863 72.859787 91.170292 69.234094
38 5045 0.060185 36.446775 47.564108 34.834110
39 5794 0.063688 16.995185 25.363879 16.265834
40 6881 0.067339 7.176379 12.928766 7.062594
41 8098 0.071214 2.880665 6.430663 2.785472
42 9585 0.075295 1.038881 3.187113 0.994271
43 11286 0.079619 0.333138 1.554143 0.315499
44 13358 0.084185 0.095492 0.736484 0.088161
45 15758 0.089016 0.023260 0.335875 0.021324
46 18910 0.094158 0.004956 0.139877 0.004348
47 21890 0.099576 0.000852 0.054686 0.000745
48 25991 0.105268 0.000124 0.020016 0.000106
49 31106 0.111339 0.000014 0.006370 0.000012
50 36295 0.117753 0.000001 0.001794 0.000001
51 43006 0.124502 0.000000 0.000444 0.000000
52 50771 0.131649 0.000000 0.000093 0.000000
53 60191 0.139212 0.000000 0.000016 0.000000
54 71044 0.147218 0.000000 0.000002 0.000000
55 84279 0.155692 0.000000 0.000000 0.000000
56 98804 0.164630 0.000000 0.000000 0.000000
57 117244 0.174067 0.000000 0.000000 0.000000
58 139124 0.184085 0.000000 0.000000 0.000000
59 163748 0.194672 0.000000 0.000000 0.000000
