bin n k/h/Mpc lin_power/(Mpc/h)^3 2_power reference
0 8 0.007109 18351.389169 28441.538841 23469.501712
1 17 0.007540 29517.757697 33071.441044 24018.001733
2 16 0.007948 35574.616318 44054.322132 24475.631515
3 16 0.008428 18341.324041 24652.847853 24944.918797
4 16 0.009062 35193.445863 44525.010370 25459.167977
5 24 0.009404 22256.185011 23698.046282 25692.236114
6 5 0.010053 11522.274615 8673.549914 26057.838726
7 48 0.010488 25850.895660 27222.554262 26251.761448
8 52 0.011302 24997.192319 26550.399676 26519.467063
9 12 0.011788 16945.461647 20562.762326 26626.771464
10 73 0.012661 22608.871293 26363.219818 26735.330260
11 56 0.013399 23972.220312 25789.878156 26754.802341
12 56 0.014118 29627.180513 31110.507324 26720.041315
13 85 0.014919 29506.652037 35166.465431 26628.455914
14 104 0.015855 27432.466931 32186.816683 26462.671885
15 112 0.016716 28336.123659 32240.983759 26263.825763
16 105 0.017749 24018.717190 27657.741922 25978.312695
17 152 0.018521 24235.010918 29028.558613 25737.692330
18 145 0.019564 25988.574023 27417.763856 25382.606881
19 236 0.020658 24885.073603 26080.587954 24981.872044
20 273 0.022004 22763.934724 25706.462714 24458.545989
21 332 0.023389 23670.062097 26872.858551 23896.545793
22 337 0.024805 22665.487627 24759.604768 23306.368344
23 368 0.026076 22598.442925 25546.822786 22769.456936
24 517 0.027581 22433.608584 25887.378875 22131.337456
25 540 0.029145 21026.907597 24617.209286 21470.190769
26 685 0.030811 21264.661202 24654.759845 20774.367163
27 757 0.032566 19309.879275 22479.340369 20053.986980
28 989 0.034451 20105.996566 22915.095551 19299.210725
29 1064 0.036439 18399.550404 20960.270488 18527.523200
30 1277 0.038477 17891.217915 21003.747110 17764.636799
31 1601 0.040717 16917.718754 19482.746038 16960.615742
32 1801 0.043096 16325.530222 19453.672078 16147.369923
33 2157 0.045569 14855.863334 17894.008036 15345.790021
34 2477 0.048160 14253.537723 17091.325914 14553.046011
35 2969 0.050893 13600.165179 16881.282177 13767.768122
36 3462 0.053791 12947.859473 15660.744672 12989.366816
37 4173 0.056863 11737.240039 14695.608226 12221.735915
38 5045 0.060185 11176.912335 13972.502195 11454.063143
39 5794 0.063688 10545.844113 13474.143572 10709.186560
40 6881 0.067339 9730.963474 12470.281609 9997.578243
41 8098 0.071214 9184.066341 11889.548436 9308.199161
42 9585 0.075295 8461.690011 11027.062897 8648.114974
43 11286 0.079619 7795.233925 10512.835467 8014.786189
44 13358 0.084185 7270.097991 9895.009412 7411.642499
45 15758 0.089016 6596.776275 9064.431219 6838.319420
46 18910 0.094158 6084.439755 8559.661573 6292.322681
47 21890 0.099576 5477.340974 7815.629670 5779.509915
48 25991 0.105268 5110.831811 7384.131175 5300.495224
49 31106 0.111339 4665.912058 6915.230531 4847.999911
50 36295 0.117753 4213.934019 6383.985602 4425.930644
51 43006 0.124502 3791.547129 5888.992694 4034.995311
52 50771 0.131649 3429.288442 5460.802669 3671.490609
53 60191 0.139212 3095.708945 5089.485556 3334.678926
54 71044 0.147218 2753.935259 4710.943554 3023.417267
55 84279 0.155692 2479.029395 4362.826047 2736.542904
56 92415 0.164505 2225.783289 4035.658438 2477.048429
57 91386 0.173911 1984.546692 3727.118623 2236.657854
58 87204 0.183897 1762.827560 3428.597775 2015.795497
59 79268 0.194425 1557.394712 3168.780915 1814.734228
