bin n k/h/Mpc lin_power/(Mpc/h)^3 2_power reference
0 8 0.007109 10297.376220 2216377.185309 23426.845615
1 17 0.007540 22596.275313 120258857.077862 23968.897688
2 16 0.007948 38092.311813 4082677.675555 24420.038217
3 16 0.008428 18854.618791 1446190.040910 24881.209298
4 16 0.009062 24827.353180 1426946.586427 25384.018144
5 24 0.009404 27513.482709 892300.596315 25610.573919
6 5 0.010053 39488.841218 160238185.127882 25963.203945
7 48 0.010488 30952.313728 2461121.320677 26148.018270
8 52 0.011302 20648.841036 1138879.502308 26397.795226
9 12 0.011788 33577.389043 438727.602459 26493.898220
10 73 0.012661 25763.756772 10224056.933292 26581.489493
11 56 0.013399 26478.393785 1230937.363563 26582.446912
12 56 0.014118 25799.085046 569327.742449 26528.993509
13 85 0.014919 26230.978725 1219292.947439 26415.932883
14 104 0.015855 28607.790095 767780.660426 26224.279906
15 112 0.016716 26794.043979 362047.673597 26000.948722
16 105 0.017749 23881.117044 1238158.279838 25685.359627
17 152 0.018521 25426.559658 474491.039162 25421.826399
18 145 0.019564 23785.892401 443852.120379 25035.247964
19 236 0.020658 25031.542979 866532.686632 24601.019672
20 273 0.022004 23821.714034 353004.177119 24035.917668
21 332 0.023389 20720.958883 671574.007058 23430.543288
22 337 0.024805 23460.675240 615409.283657 22795.794277
23 368 0.026076 19865.334024 410190.551240 22218.844464
24 517 0.027581 22723.668445 418667.124346 21533.482429
25 540 0.029145 21798.829355 187855.665175 20823.558427
26 685 0.030811 19122.346086 377435.636618 20076.410077
27 757 0.032566 17877.614136 335674.406683 19302.776627
28 989 0.034451 17443.252405 197541.295353 18491.983535
29 1064 0.036439 18728.146792 176120.925693 17662.731895
30 1277 0.038477 17004.914625 228232.111643 16842.622195
31 1601 0.040717 15733.721036 191168.743095 15977.956401
32 1801 0.043096 15199.673145 182842.151558 15103.054364
33 2157 0.045569 15158.662134 140333.240735 14240.458507
34 2477 0.048160 12972.341109 155932.718451 13387.230993
35 2969 0.050893 12245.471842 105481.590447 12542.035060
36 3462 0.053791 11675.103005 86940.518754 11704.410769
37 4173 0.056863 10893.774426 77340.124369 10878.765254
38 5045 0.060185 9900.000988 86330.249437 10053.750162
39 5794 0.063688 9193.420250 77503.248368 9254.238349
40 6881 0.067339 8771.418582 58201.942340 8491.782726
41 8098 0.071214 7627.509408 79613.394709 7754.903783
42 9585 0.075295 7139.731783 43857.574573 7051.549814
43 11286 0.079619 6402.674454 49459.812060 6379.429197
44 13358 0.084185 5768.609695 41248.834510 5742.620522
45 15758 0.089016 5189.606884 62770.594486 5141.177583
46 18910 0.094158 4514.138294 118042.598235 4572.970304
47 21890 0.099576 4041.621707 25984.714644 4044.539039
48 25991 0.105268 3581.700655 25015.952392 3556.823470
49 31106 0.111339 3098.564406 48307.907391 3102.779811
50 36295 0.117753 2700.893249 21148.785159 2686.690001
51 43006 0.124502 2327.534619 15216.728655 2309.376667
52 50771 0.131649 1971.735441 14624.820198 1967.309487
53 60191 0.139212 1661.270535 12207.937505 1659.792450
54 71044 0.147218 1384.332672 10740.579527 1385.625699
55 84279 0.155692 1150.002002 18574.666501 1143.461224
56 98804 0.164630 938.683181 9546.342125 932.363768
57 117244 0.174067 755.110816 15728.866583 750.172109
58 139124 0.184085 595.526752 7427.834447 594.013149
59 163748 0.194672 463.254344 6266.153224 462.654190
