bin n k/h/Mpc lin_power/(Mpc/h)^3 2_power reference
0 8 0.007109 12234.173747 12249.377903 16984.388214
1 17 0.007540 16676.150383 16686.039668 16692.683752
2 16 0.007948 10939.742604 10966.593463 16336.779782
3 16 0.008428 18405.994047 18611.438317 15832.165039
4 16 0.009062 24063.130239 24149.301173 15052.426656
5 24 0.009404 15232.987215 15298.090207 14588.393616
6 5 0.010053 3416.593093 3346.563555 13646.788779
7 48 0.010488 13101.742908 13105.565613 12984.924977
8 52 0.011302 12115.059552 12137.666169 11708.958972
9 12 0.011788 18692.621789 18645.721983 10941.330023
10 73 0.012661 13530.192511 13470.212533 9583.667085
11 56 0.013399 9595.994210 9596.686742 8480.404527
12 56 0.014118 8630.235824 8637.688198 7461.377612
13 85 0.014919 5931.585691 5934.680520 6407.280067
14 104 0.015855 5784.646924 5726.579246 5295.971622
15 112 0.016716 4087.060678 4159.862787 4392.214483
16 105 0.017749 3006.497446 3033.668076 3459.425365
17 152 0.018521 2751.995458 2776.302108 2865.318659
18 145 0.019564 2227.495990 2206.565408 2191.068682
19 236 0.020658 1523.127689 1547.436472 1627.475739
20 273 0.022004 1020.405932 1027.004066 1103.229060
21 332 0.023389 732.422211 733.486901 720.846275
22 337 0.024805 452.733062 447.849507 454.228371
23 368 0.026076 276.063588 281.570249 293.332980
24 517 0.027581 191.195211 193.305553 170.069806
25 540 0.029145 94.421593 97.890686 93.492504
26 685 0.030811 47.213262 49.159531 47.752416
27 757 0.032566 23.591202 25.204872 22.619209
28 989 0.034451 10.288885 11.284810 9.698090
29 1064 0.036439 3.981467 4.640966 3.777822
30 1277 0.038477 1.416419 1.912008 1.363329
31 1601 0.040717 0.419510 0.676002 0.418190
32 1801 0.043096 0.117565 0.252086 0.111165
33 2157 0.045569 0.028180 0.095968 0.025965
34 2477 0.048160 0.005898 0.037655 0.005202
35 2969 0.050893 0.000992 0.013716 0.000870
36 3462 0.053791 0.000137 0.004963 0.000118
37 4173 0.056863 0.000016 0.001633 0.000013
38 5045 0.060185 0.000001 0.000431 0.000001
39 5794 0.063688 0.000000 0.000106 0.000000
40 6881 0.067339 0.000000 0.000023 0.000000
41 8098 0.071214 0.000000 0.000004 0.000000
42 9585 0.075295 0.000000 0.000001 0.000000
43 11286 0.079619 0.000000 0.000000 0.000000
44 13358 0.084185 0.000000 0.000000 0.000000
45 15758 0.089016 0.000000 0.000000 0.000000
46 18910 0.094158 0.000000 0.000000 0.000000
47 21890 0.099576 0.000000 0.000000 0.000000
48 25991 0.105268 0.000000 0.000000 0.000000
49 31106 0.111339 0.000000 0.000000 0.000000
50 36295 0.117753 0.000000 0.000000 0.000000
51 43006 0.124502 0.000000 0.000000 0.000000
52 50771 0.131649 0.000000 0.000000 0.000000
53 60191 0.139212 0.000000 0.000000 0.000000
54 71044 0.147218 0.000000 0.000000 0.000000
55 84279 0.155692 0.000000 0.000000 0.000000
56 98804 0.164630 0.000000 0.000000 0.000000
57 117244 0.174067 0.000000 0.000000 0.000000
58 139124 0.184085 0.000000 0.000000 0.000000
59 163748 0.194672 0.000000 0.000000 0.000000
