bin n k/h/Mpc lin_power/(Mpc/h)^3 2_power reference
0 124 0.007026 20880.950331 232035094.249688 23310.415440
1 93 0.007610 24899.130692 165843837.458547 24053.918743
2 104 0.008076 29488.162075 189224427.836582 24559.279457
3 80 0.008457 19903.939798 167088019.476629 24921.228065
4 205 0.009030 26703.758279 443521886.510559 25385.028234
5 100 0.009540 27852.118348 324824351.598724 25725.111661
6 209 0.010041 23939.505256 296949789.533986 25999.545127
7 240 0.010642 28658.837970 195451988.531372 26258.552227
8 241 0.011260 28989.864478 201971070.583855 26455.050857
9 340 0.011879 26636.675508 189486533.995993 26589.413145
10 393 0.012644 28252.182163 383099388.722263 26680.741227
11 428 0.013354 26532.500134 273780749.844792 26701.985253
12 501 0.014109 25656.046040 233254328.904727 26667.607642
13 585 0.014893 23975.487551 256434410.613686 26579.261205
14 724 0.015725 25685.572820 208372847.192469 26436.379737
15 893 0.016669 25558.635225 201890338.406847 26223.261122
16 981 0.017639 25845.695351 257667439.418820 25958.574046
17 1153 0.018627 26247.551506 210207202.984535 25650.729528
18 1385 0.019682 24780.455988 292900771.609561 25288.517294
19 1557 0.020783 25388.742070 221682962.778208 24882.153113
20 2017 0.021982 23873.432446 245492357.654160 24414.869777
21 2305 0.023275 23890.803683 235469624.191858 23890.392141
22 2761 0.024635 23674.528862 230147113.177941 23324.316785
23 3185 0.026058 22207.994103 228273148.794486 22722.664663
24 3809 0.027557 21860.265531 243776407.445911 22085.808827
25 4433 0.029141 21818.621200 221415493.091997 21415.133335
26 5322 0.030819 20886.725180 217441674.817364 20712.128759
27 6089 0.032574 19672.912915 230443536.414869 19989.906110
28 7270 0.034419 19015.577334 210259860.857270 19248.819906
29 8861 0.036411 18699.548455 219094667.609036 18472.898364
30 10350 0.038535 17252.860439 208825249.570419 17675.556177
31 11926 0.040738 17047.315902 208105734.489968 16882.473415
32 14314 0.043059 16127.091771 215895500.530300 16085.711047
33 17194 0.045556 15241.277782 206688241.968566 15272.635797
34 19970 0.048189 14418.568765 207826492.423554 14463.885399
35 23330 0.050935 13576.389287 199717247.471126 13671.991839
36 28019 0.053852 12832.060791 199973844.413755 12885.866463
37 32810 0.056943 12079.729262 197563827.554022 12111.063756
38 39011 0.060210 11395.809219 193313430.084930 11352.984421
39 46275 0.063681 10642.939648 191326330.213205 10611.360949
40 54283 0.067342 9892.017865 191134217.818446 9893.888790
41 64447 0.071210 9229.204645 186211966.614641 9201.939080
42 75927 0.075301 8553.839796 185817860.061361 8536.451755
43 89732 0.079622 7977.148493 179572726.551453 7900.011188
44 106183 0.084193 7298.824940 176813105.268470 7292.699776
45 125668 0.089033 6728.857545 174498521.098787 6714.982810
46 148604 0.094155 6207.994623 170985745.085592 6167.870678
47 175353 0.099567 5663.703761 166225148.858724 5652.372812
48 207425 0.105288 5175.217860 162422927.627874 5168.155556
49 244857 0.111334 4722.683905 159189468.218981 4714.728602
50 289677 0.117728 4292.674926 155965977.645181 4291.382924
51 342617 0.124493 3899.018393 151775438.484324 3897.063558
52 405414 0.131652 3534.113268 148464382.258517 3530.817158
53 478986 0.139223 3185.822503 144844772.805079 3191.888236
54 566031 0.147224 2880.162024 141135425.896234 2879.239607
55 668383 0.155679 2598.481449 138530595.442920 2591.654035
56 738901 0.164493 2331.568346 135261193.668399 2331.027565
57 725334 0.173923 2091.272263 130709151.314293 2089.190479
58 690734 0.183891 1868.227172 126672080.715102 1868.187964
59 629822 0.194412 1667.515046 123914044.264347 1666.983196
