bin n k/h/Mpc lin_power/(Mpc/h)^3 2_power reference
0 124 0.007026 26847.351932 144234934.298356 23271.616535
1 93 0.007610 22658.241465 116213318.897434 24006.944576
2 104 0.008076 22480.838825 117739313.745787 24505.276875
3 80 0.008457 26819.868949 104734814.295927 24861.139118
4 205 0.009030 27613.799962 342305268.397720 25315.263051
5 100 0.009540 25093.713176 268811854.911818 25646.214550
6 209 0.010041 27760.469824 152763582.421624 25911.221908
7 240 0.010642 24260.920999 149939357.859247 26158.385462
8 241 0.011260 28178.388605 133933843.316863 26342.098741
9 340 0.011879 27129.825808 121311075.392762 26463.090391
10 393 0.012644 27043.725394 247484277.280919 26537.168541
11 428 0.013354 27657.992834 155092659.088496 26541.763431
12 501 0.014109 26448.536748 140363821.426915 26489.032517
13 585 0.014893 26289.311265 168659998.284329 26381.024442
14 724 0.015725 24429.653230 140649917.706484 26216.677528
15 893 0.016669 25463.070474 125609009.379375 25978.495545
16 981 0.017639 26802.348597 140086682.728564 25687.412682
17 1153 0.018627 25471.426421 128587429.277369 25352.101093
18 1385 0.019682 24614.347247 145813175.737288 24960.033402
19 1557 0.020783 24789.354396 124678521.012503 24522.058176
20 2017 0.021982 23795.948884 164497810.524803 24019.938233
21 2305 0.023275 24142.026694 126825182.557102 23457.559584
22 2761 0.024635 23514.254647 135655913.249538 22851.453825
23 3185 0.026058 22525.105179 129742858.634507 22207.850504
24 3809 0.027557 21472.243264 141180281.942232 21526.958178
25 4433 0.029141 20848.970623 131136536.003490 20810.094011
26 5322 0.030819 19523.679947 126279798.346505 20058.710941
27 6089 0.032574 19245.037234 131521777.116041 19286.705456
28 7270 0.034419 18460.638130 118900169.541270 18494.367962
29 8861 0.036411 17660.406206 125892471.991799 17664.552147
30 10350 0.038535 16926.253116 120638523.163114 16811.557170
31 11926 0.040738 15914.015425 121915724.249406 15962.855339
32 14314 0.043059 15341.886928 118878137.142825 15109.988741
33 17194 0.045556 14243.408476 115581241.218330 14239.495644
34 19970 0.048189 13167.812978 114787665.338900 13373.571910
35 23330 0.050935 12575.216081 112394214.051889 12525.777002
36 28019 0.053852 11625.174702 110736298.553266 11684.416503
37 32810 0.056943 10877.638723 107052619.917246 10855.655565
38 39011 0.060210 10077.487023 102609094.418399 10045.529202
39 46275 0.063681 9254.321215 100143079.132914 9254.052477
40 54283 0.067342 8474.497625 98429311.107296 8489.772636
41 64447 0.071210 7769.811990 93967029.205845 7754.505021
42 75927 0.075301 7055.833464 90814080.716318 7049.635610
43 89732 0.079622 6405.290769 87074179.354529 6378.308867
44 106183 0.084193 5733.557383 84220418.670184 5741.033635
45 125668 0.089033 5131.663227 79539810.266297 5138.739649
46 148604 0.094155 4574.046556 76086188.719004 4572.920516
47 175353 0.099567 4042.979824 72259775.057136 4045.029237
48 207425 0.105288 3549.256480 68222142.501562 3555.091401
49 244857 0.111334 3103.078440 64793500.736683 3102.933905
50 289677 0.117728 2696.582946 61197425.238456 2688.111109
51 342617 0.124493 2313.055996 56865617.467134 2309.777173
52 405414 0.131652 1966.377775 53538879.949663 1967.112635
53 478986 0.139223 1660.416698 50086070.829440 1659.372548
54 566031 0.147224 1389.827351 46828218.155974 1385.411325
55 668383 0.155679 1147.982284 44037026.406954 1143.779419
56 738901 0.164493 936.759447 41187656.644160 935.295468
57 725334 0.173923 754.736305 37430152.830249 752.666208
58 690734 0.183891 598.520069 34142831.219511 596.710472
59 629822 0.194412 466.491031 31230417.372768 465.520076
