bin n k/h/Mpc lin_power/(Mpc/h)^3 2_power reference
0 124 0.007026 19062.388845 168753549.362027 23302.650488
1 93 0.007610 25179.113619 167821259.561989 24044.516563
2 104 0.008076 22444.044803 174385769.794695 24548.469428
3 80 0.008457 26081.542818 165548047.271807 24909.198668
4 205 0.009030 23146.218340 373289753.301152 25371.059833
5 100 0.009540 27566.387231 251648378.460687 25709.312845
6 209 0.010041 24545.524042 243143864.485578 25981.856430
7 240 0.010642 26040.816791 192314982.999410 26238.488236
8 241 0.011260 24462.398733 181171181.843255 26432.421754
9 340 0.011879 28194.391713 174630242.304905 26564.100445
10 393 0.012644 26058.702572 304258557.312676 26651.964683
11 428 0.013354 26683.406034 190629449.097724 26669.863699
12 501 0.014109 27039.449094 200222867.000820 26631.796567
13 585 0.014893 28820.614151 245198492.548217 26539.495039
14 724 0.015725 26583.895102 208629645.842983 26392.292494
15 893 0.016669 26987.233766 188238674.451662 26174.124207
16 981 0.017639 24336.184061 233543365.611915 25904.113740
17 1153 0.018627 24799.464111 202205004.328463 25590.723749
18 1385 0.019682 25935.369255 235376204.047133 25222.476485
19 1557 0.020783 24714.742213 176719038.574952 24809.713564
20 2017 0.021982 24425.121323 222217790.652553 24335.367382
21 2305 0.023275 24170.125435 194553492.194322 23803.191377
22 2761 0.024635 23392.933442 193832961.096115 23228.967807
23 3185 0.026058 22402.093376 200252494.401373 22618.755834
24 3809 0.027557 21956.063718 207066817.316206 21972.889937
25 4433 0.029141 21106.354948 192900613.717565 21292.734291
26 5322 0.030819 20700.663034 188832583.132569 20579.764173
27 6089 0.032574 19263.883013 198387120.059757 19847.244189
28 7270 0.034419 19119.593357 183610708.164448 19095.506669
29 8861 0.036411 18459.815670 192438601.668981 18308.322709
30 10350 0.038535 17759.705603 183109163.965971 17499.275112
31 11926 0.040738 16706.381749 180411104.765909 16694.406156
32 14314 0.043059 15956.317485 177861825.173728 15885.651787
33 17194 0.045556 14931.580179 176432507.470123 15060.178443
34 19970 0.048189 14239.597444 178660897.286495 14238.933480
35 23330 0.050935 13506.511646 174022650.182166 13434.650336
36 28019 0.053852 12650.164977 173656939.880056 12636.078261
37 32810 0.056943 11878.066937 169318218.826825 11848.872966
38 39011 0.060210 11029.849762 166304733.475487 11078.541723
39 46275 0.063681 10316.277889 163167432.174786 10324.838366
40 54283 0.067342 9602.680390 161992661.340379 9595.615372
41 64447 0.071210 8887.585362 157600126.201065 8892.303956
42 75927 0.075301 8268.295121 154477488.538590 8215.901918
43 89732 0.079622 7585.678233 150816260.589733 7569.083116
44 106183 0.084193 6937.646367 149501719.735661 6951.982757
45 125668 0.089033 6389.574426 144191991.442755 6365.129548
46 148604 0.094155 5807.048064 141620286.078535 5809.609450
47 175353 0.099567 5304.862469 136383840.407640 5286.508952
48 207425 0.105288 4786.738326 132730288.893407 4795.552124
49 244857 0.111334 4340.226008 129008623.344248 4336.305421
50 289677 0.117728 3914.430806 126481209.085512 3908.114310
51 342617 0.124493 3506.786401 121997667.647085 3509.974878
52 405414 0.131652 3139.989251 118050882.924868 3140.986200
53 478986 0.139223 2797.795668 114689367.792069 2800.444183
54 566031 0.147224 2488.920848 110645797.207106 2487.356259
55 668383 0.155679 2200.699187 107873096.807131 2200.544101
56 738901 0.164493 1941.902608 104377596.370084 1941.903719
57 725334 0.173923 1703.718701 99718347.931882 1703.346153
58 690734 0.183891 1486.853841 95742176.377691 1486.925425
59 629822 0.194412 1292.035456 92067916.757295 1291.613753
