bin n k/h/Mpc lin_power/(Mpc/h)^3 2_power reference
0 8 0.007109 24834.836269 31686.021601 23469.501712
1 17 0.007540 21946.137929 23338.531122 24018.001733
2 16 0.007948 28994.592587 32201.062945 24475.631515
3 16 0.008428 15486.310690 19541.492788 24944.918797
4 16 0.009062 30616.648640 25695.176358 25459.167977
5 24 0.009404 22474.131239 26980.307426 25692.236114
6 5 0.010053 5513.285295 3094.520977 26057.838726
7 48 0.010488 24579.981498 30658.198318 26251.761448
8 52 0.011302 27644.663696 29652.869796 26519.467063
9 12 0.011788 16978.008888 22749.715067 26626.771464
10 73 0.012661 28030.434957 31328.070554 26735.330260
11 56 0.013399 29086.469846 28984.479030 26754.802341
12 56 0.014118 27815.880556 30473.565578 26720.041315
13 85 0.014919 29706.693164 36538.899988 26628.455914
14 104 0.015855 25723.469924 27310.055661 26462.671885
15 112 0.016716 26080.499072 28101.908679 26263.825763
16 105 0.017749 24395.330026 28054.890342 25978.312695
17 152 0.018521 26266.947467 30521.792251 25737.692330
18 145 0.019564 27734.173627 30229.736114 25382.606881
19 236 0.020658 27251.346376 28834.766419 24981.872044
20 273 0.022004 24102.739793 26872.034208 24458.545989
21 332 0.023389 23792.523025 27137.953141 23896.545793
22 337 0.024805 22641.819497 26635.555114 23306.368344
23 368 0.026076 24619.029965 27313.878359 22769.456936
24 517 0.027581 22221.931624 25257.538298 22131.337456
25 540 0.029145 21758.259367 23762.834084 21470.190769
26 685 0.030811 20661.400844 23360.270439 20774.367163
27 757 0.032566 20568.112409 23406.376958 20053.986980
28 989 0.034451 19587.675107 22124.172571 19299.210725
29 1064 0.036439 18683.596962 20901.472782 18527.523200
30 1277 0.038477 18032.434628 20405.500078 17764.636799
31 1601 0.040717 16876.459152 19339.094783 16960.615742
32 1801 0.043096 15435.095542 17916.398173 16147.369923
33 2157 0.045569 15021.060777 17622.922712 15345.790021
34 2477 0.048160 14062.093072 16643.491686 14553.046011
35 2969 0.050893 13163.725359 15452.575340 13767.768122
36 3462 0.053791 12290.933015 14578.506819 12989.366816
37 4173 0.056863 11818.412500 13997.013787 12221.735915
38 5045 0.060185 10959.233127 13401.166555 11454.063143
39 5794 0.063688 9947.957721 12280.127327 10709.186560
40 6881 0.067339 9277.268893 11565.821047 9997.578243
41 8098 0.071214 8346.495386 10405.789142 9308.199161
42 9585 0.075295 7855.333513 10005.214035 8648.114974
43 11286 0.079619 7100.500115 9100.728416 8014.786189
44 13358 0.084185 6519.245005 8462.237923 7411.642499
45 15758 0.089016 6071.884289 7894.411510 6838.319420
46 18910 0.094158 5453.937301 7255.853725 6292.322681
47 21890 0.099576 4908.778958 6640.327927 5779.509915
48 25991 0.105268 4411.321558 6108.385058 5300.495224
49 31106 0.111339 3985.036788 5616.742496 4847.999911
50 36295 0.117753 3523.101049 5046.725511 4425.930644
51 43006 0.124502 3176.850972 4660.885082 4034.995311
52 50771 0.131649 2790.083934 4196.199623 3671.490609
53 60191 0.139212 2445.939320 3803.609687 3334.678926
54 71044 0.147218 2139.995076 3419.839051 3023.417267
55 84279 0.155692 1849.335301 3096.077953 2736.542904
56 92415 0.164505 1603.102295 2773.094453 2477.048429
57 91386 0.173911 1387.470396 2491.867201 2236.657854
58 87204 0.183897 1170.849540 2217.486824 2015.795497
59 79268 0.194425 988.347149 1963.177963 1814.734228
