bin n k/h/Mpc lin_power/(Mpc/h)^3 2_power reference
0 124 0.007026 27212.748762 66123265.230247 23198.219567
1 93 0.007610 22718.167889 68118685.445873 23918.119404
2 104 0.008076 23156.174276 76391024.438792 24403.197851
3 80 0.008457 30921.964381 77446928.427284 24747.590251
4 205 0.009030 23109.181901 224789334.279132 25183.493685
5 100 0.009540 21982.927488 73298878.943193 25497.266124
6 209 0.010041 25613.675448 78949543.945449 25744.558035
7 240 0.010642 27536.266055 70005054.428500 25969.487692
8 241 0.011260 27217.776119 74888056.369111 26129.230711
9 340 0.011879 26880.953946 64366407.840504 26225.190742
10 393 0.012644 28520.438882 114418379.176396 26267.030383
11 428 0.013354 25353.229895 90533540.301706 26240.570741
12 501 0.014109 26999.567027 82813336.857661 26153.678400
13 585 0.014893 24576.623519 99244322.894238 26009.159929
14 724 0.015725 25313.697537 79070856.822527 25805.058612
15 893 0.016669 24627.217362 77433589.021017 25520.603825
16 981 0.017639 24727.496404 83907925.798088 25180.964575
17 1153 0.018627 25064.237776 78130456.551563 24795.327205
18 1385 0.019682 23917.891677 99567875.882833 24348.802330
19 1557 0.020783 22679.427087 69825271.851467 23853.460425
20 2017 0.021982 23505.557096 81052064.753635 23288.489375
21 2305 0.023275 22518.094929 73792630.812391 22658.198740
22 2761 0.024635 21091.161610 76744882.902478 21980.931760
23 3185 0.026058 21730.370894 77779226.646284 21263.423675
24 3809 0.027557 20090.001407 76356802.668841 20505.750682
25 4433 0.029141 19531.032950 69400120.435746 19709.306085
26 5322 0.030819 19281.818785 70761752.123799 18875.710982
27 6089 0.032574 17824.674671 71948496.256099 18020.444895
28 7270 0.034419 17795.085169 67710634.106188 17143.955810
29 8861 0.036411 16479.472378 70165152.764286 16227.552571
30 10350 0.038535 15293.578501 64575603.258995 15287.440349
31 11926 0.040738 14207.545097 64844765.172724 14354.306951
32 14314 0.043059 13454.325175 61920688.033471 13419.309224
33 17194 0.045556 12559.276298 62088938.511797 12468.391595
34 19970 0.048189 11629.562179 59818686.738352 11526.624036
35 23330 0.050935 10639.533463 57080545.560070 10609.477560
36 28019 0.053852 9667.348121 54345416.788763 9705.142734
37 32810 0.056943 8889.026865 51939886.829172 8821.292682
38 39011 0.060210 7963.400022 49888250.434172 7965.424110
39 46275 0.063681 7150.908057 47522562.544819 7138.677405
40 54283 0.067342 6342.871444 44836649.926945 6351.077541
41 64447 0.071210 5618.682590 42093234.564861 5605.461100
42 75927 0.075301 4905.437751 39042045.959458 4904.154198
43 89732 0.079622 4247.772789 36494453.526448 4251.063549
44 106183 0.084193 3638.436169 33637513.426013 3647.272704
45 125668 0.089033 3096.169532 30754718.240478 3094.063271
46 148604 0.094155 2587.156480 27975170.296852 2592.900585
47 175353 0.099567 2147.419421 25332872.288679 2144.729339
48 207425 0.105288 1747.674975 22478513.907084 1748.764928
49 244857 0.111334 1409.486464 19982819.795417 1403.606917
50 289677 0.117728 1109.807295 17622254.452652 1107.170542
51 342617 0.124493 857.992804 15279063.223134 856.630195
52 405414 0.131652 650.076703 13122798.343508 648.758018
53 478986 0.139223 483.364857 11282621.400507 479.953280
54 566031 0.147224 347.785461 9597096.994449 346.040679
55 668383 0.155679 243.532208 8259275.392441 242.500110
56 738901 0.164493 166.841873 6978784.164804 165.531410
57 725334 0.173923 109.663098 5532491.800056 108.600262
58 690734 0.183891 69.027144 4397899.103611 68.525355
59 629822 0.194412 41.853480 3456163.131141 41.438489
