bin n k/h/Mpc lin_power/(Mpc/h)^3 2_power reference
0 124 0.007026 22604.825711 147323974.735091 23289.714648
1 93 0.007610 23820.703884 142264542.185801 24028.854427
2 104 0.008076 24090.273583 169549141.276474 24530.463287
3 80 0.008457 29910.956405 126141846.451673 24889.162575
4 205 0.009030 23415.613452 306555026.291096 25347.796244
5 100 0.009540 22646.956243 236195948.556598 25683.003044
6 209 0.010041 28986.217138 204342640.965262 25952.402009
7 240 0.010642 28780.143343 151001561.906358 26205.082313
8 241 0.011260 27294.554365 149629861.247555 26394.749588
9 340 0.011879 26975.010200 125483552.728027 26521.966151
10 393 0.012644 26416.332429 432096106.471505 26604.072730
11 428 0.013354 27668.251491 171724194.760640 26616.413623
12 501 0.014109 25504.967057 154621570.002493 26572.218276
13 585 0.014893 27951.255240 213433889.748623 26473.350265
14 724 0.015725 25925.958619 168364317.326849 26318.977080
15 893 0.016669 25683.654092 152501535.398599 26092.433868
16 981 0.017639 25041.028909 153483474.978158 25813.600347
17 1153 0.018627 26115.590167 165750439.348532 25491.025898
18 1385 0.019682 24734.295172 189389976.099552 25112.791503
19 1557 0.020783 24896.741112 151268042.800877 24689.449332
20 2017 0.021982 24728.899402 169589461.716715 24203.438274
21 2305 0.023275 23328.436491 153132669.940088 23658.563499
22 2761 0.024635 22500.268031 154882388.377820 23070.918241
23 3185 0.026058 22082.773553 163941761.783421 22446.629305
24 3809 0.027557 21769.845110 164041740.805978 21785.973271
25 4433 0.029141 21203.391763 155324803.213854 21090.288524
26 5322 0.030819 20557.501590 155546696.798508 20361.033636
27 6089 0.032574 19302.855650 157876733.694471 19611.733254
28 7270 0.034419 19078.490535 148628306.434933 18842.693382
29 8861 0.036411 17811.734600 154822350.911483 18037.281741
30 10350 0.038535 17047.907430 147066339.704023 17209.371511
31 11926 0.040738 16292.859255 147625352.299803 16385.604812
32 14314 0.043059 15480.275229 143850464.463868 15557.733618
33 17194 0.045556 14662.885102 141988207.828870 14712.630282
34 19970 0.048189 13800.549932 140984061.903345 13871.761380
35 23330 0.050935 13092.178216 136834856.551310 13048.201734
36 28019 0.053852 12165.289278 135947880.357044 12230.478298
37 32810 0.056943 11466.415385 132610891.149489 11424.441154
38 39011 0.060210 10665.176581 129653505.547150 10635.800695
39 46275 0.063681 9855.890726 127613316.779332 9864.389639
40 54283 0.067342 9119.071614 123658986.105352 9118.341287
41 64447 0.071210 8344.484285 121239485.023407 8399.224868
42 75927 0.075301 7736.150864 118612853.456593 7708.176888
43 89732 0.079622 7047.835088 114980546.051833 7048.053967
44 106183 0.084193 6404.729462 111867869.754538 6419.126560
45 125668 0.089033 5818.345926 107865294.814505 5822.075286
46 148604 0.094155 5258.298215 104360379.095040 5258.151187
47 175353 0.099567 4743.635399 100446787.379260 4728.600176
48 207425 0.105288 4245.515772 95878708.433319 4233.280185
49 244857 0.111334 3772.199012 92591670.073901 3771.885254
50 289677 0.117728 3343.411069 89985306.133800 3343.879153
51 342617 0.124493 2947.360094 85311054.158212 2948.366990
52 405414 0.131652 2586.546380 81626691.507190 2584.544583
53 478986 0.139223 2248.292997 78034486.435945 2251.778471
54 566031 0.147224 1950.371202 74334521.973607 1949.118760
55 668383 0.155679 1675.039049 71739911.402337 1675.399933
56 738901 0.164493 1435.294632 68394533.680075 1432.280790
57 725334 0.173923 1211.357938 64256021.323876 1212.023501
58 690734 0.183891 1016.560394 60473390.396070 1016.413015
59 629822 0.194412 846.304781 56924857.747044 844.244795
