0.001 -32552676.894274987 7338994154767.387 14677955756857.879 
0.0010722672220103231 -32548625.57690027 7826446332593.305 15652860116561.033 
0.0011497569953977356 -32543966.72024883 8343784992732.18 16687537441497.639 
0.0012328467394420659 -32538609.08231912 8892393001125.299 17784753463641.516 
0.0013219411484660286 -32532447.676766276 9473629722945.234 18947226913442.793 
0.0014174741629268048 -32525361.690251067 10088809619604.482 20177586713847.273 
0.0015199110829529332 -32517212.08057575 10739176505961.559 21478320494711.035 
0.0016297508346206436 -32507838.80590966 11425872923739.072 22851713339639.34 
0.001747528400007683 -32497057.627421565 12149904097259.277 24299775697460.926 
0.001873817422860383 -32484656.41816555 12912095982334.707 25824159480012.996 
0.002009233002565048 -32470390.90061424 13713047011482.209 27426061552573.516 
0.0021544346900318843 -32453979.72281125 14553073293721.46 29106114133463.2 
0.0023101297000831605 -32435098.768744294 15432147261895.096 30864262088691.42 
0.0024770763559917113 -32413374.582383435 16349830091931.977 32699627770489.37 
0.0026560877829466868 -32388376.766321905 17305198662346.652 34610364936316.54 
0.002848035868435802 -32359609.19497292 18296768389190.777 36593504418772.36 
0.0030538555088334154 -32326499.859337285 19322413963048.934 38644795599598.01 
0.0032745491628777285 -32288389.135049824 20379290816860.367 40758549345331.6 
0.003511191734215131 -32244516.238639332 21463761031442.043 42927489818367.84 
0.0037649358067924675 -32194003.609376203 22571328276988.65 45142624359973.69 
0.004037017258596553 -32135838.927163575 23696587198952.395 47393142262065.86 
0.004328761281083057 -32068854.452724427 24833193258515.82 49666354448177.19 
0.004641588833612782 -31991703.357793286 25973859278293.59 51947686564883.82 
0.004977023564332114 -31902832.70414944 27110384659621.98 54220737416411.26 
0.005336699231206312 -31800452.736372195 28233722281642.242 56467412762831.75 
0.00572236765935022 -31682502.18074526 29334086369220.453 58668141055938.73 
0.006135907273413176 -31546609.299770318 30401102123844.53 60802172701079.766 
0.006579332246575682 -31390048.54750027 31423994774142.09 62847958158235.63 
0.007054802310718645 -31209692.81559009 32391812192124.32 64783593174555.83 
0.007564633275546291 -31001961.464281354 33293671744404.32 66587312486847.18 
0.008111308307896872 -30762764.606767714 34119019098316.133 68238007433867.66 
0.008697490026177835 -30487444.468828987 34857884778797.887 69715739070151.305 
0.0093260334688322 -30170715.084849965 35501123771446.086 71002217372177.1 
0.01 -29806602.119843792 36040624590839.29 72081219375076.45 
0.010722672220103232 -29388385.223532744 36469476919777.63 72938924451170.05 
0.011497569953977356 -28908546.02013865 36782090843893.01 73564152779240.0 
0.012328467394420659 -28358725.60300444 36974265313298.89 73948502267872.17 
0.013219411484660293 -27729696.215630807 37043208107612.54 74086388485528.86 
0.014174741629268055 -27011352.630139366 36987513632166.91 73975000252981.19 
0.01519911082952934 -26192729.538959455 36807107835395.8 73614189478062.06 
0.016297508346206444 -25262051.99887723 36503171121775.59 73006316981499.19 
0.01747528400007684 -24206826.531623244 36078050280561.5 72156076354296.47 
0.01873817422860384 -23013980.789392974 35535169296496.46 71070315579012.12 
0.02009233002565047 -21670059.60368234 34878946733767.51 69757871797475.42 
0.021544346900318846 -20161484.58453331 34114724540560.715 68229428919636.84 
0.023101297000831605 -18474883.026538596 33248709975235.023 66497401475587.02 
0.024770763559917114 -16597489.489816682 32287929249584.19 64575841901678.89 
0.026560877829466867 -14517619.844969256 31240188722006.97 62480362926394.09 
0.02848035868435802 -12225212.631404504 30114037311057.285 60228062396901.94 
0.030538555088334154 -9712426.211516203 28918722450799.84 57837435189173.47 
