0.000000 1.234852 1.871345 20.574917 895819338.904839 20.574918 1.871345 1.234852 
4.274933 26.677600 3.609086 0.928878 1.376151 0.233238 1.540320 18.837615 
1.904356 0.328247 1.607916 34.569509 1.716927 0.050583 51.694787 0.535676 
0.975090 0.810349 4.279614 10.968003 2.042745 1.473667 0.097817 0.395717 
3718208512.103083 25.716948 3.273643 0.693472 1938393912.894148 0.693472 3.273643 25.716949 
0.975090 0.395717 0.097817 1.473667 2.042744 10.968003 4.279614 0.810349 
1.904356 0.535676 51.694786 0.050583 1.716927 34.569507 1.607916 0.328247 
4.274933 18.837614 1.540320 0.233238 1.376151 0.928878 3.609086 26.677602 



5.898255 0.035989 2.954593 2.148884 2.569323 0.058784 20.482037 0.390552 
0.694090 0.018358 4.328514 1.295088 5.143153 0.029516 1.908851 3.438124 
1.879019 0.326214 59.177562 0.922031 2.413427 4.307007 3.384887 1.142957 
0.850403 4.208053 0.602660 2.574564 0.149623 0.473569 6.750240 0.799677 
0.523306 0.194367 0.140730 2.456051 0.526892 0.980712 0.457909 2.047867 
1.269382 1.118701 0.878922 6.096673 1.364905 1.211139 0.551677 0.321369 
0.393017 0.296396 0.512856 0.653961 0.103819 3.273786 22.524911 0.123338 
0.372739 0.556000 0.219119 4.072595 1.775153 1.165729 0.608081 2.918636 



0.358730 5.030831 19.626974 133.309383 0.767153 1.148421 0.913675 0.593691 
0.631812 0.665506 1.861318 0.052703 2.775767 2.165075 2.840587 2.174206 
1.976735 1.144103 0.124685 1.754499 4.017121 1.535070 1.539607 3.127395 
2.441943 0.049886 1.533032 1.490706 1.621775 0.528867 1.173107 1.245348 
0.314152 4.816649 0.011528 10.250839 2.040309 0.897358 0.770142 0.279561 
0.731621 0.257941 19.567024 1.046418 1.107429 6.623697 4.479172 4.160920 
0.142219 0.989689 0.799063 3.138896 1.564115 23.964637 3.823753 0.296901 
2.462383 17.303966 15.428412 1.541468 3.534000 0.725019 0.255779 3.568188 



1.380243 0.082116 0.340828 0.309207 0.062667 1.751565 1.566749 1.174168 
0.172565 35.064789 1.162605 0.536850 3.257936 0.230947 0.398638 1.832994 
12.054634 0.817400 3.119894 1.777572 1.578055 1.121849 4.785792 0.770502 
2.064428 1.521751 99.684222 0.483759 2.346609 0.143402 0.762965 1.631988 
0.174376 0.301275 4.072105 0.475379 1.186911 0.878103 0.035587 4.358241 
0.509742 0.021902 0.778424 1.676200 15.223134 0.683397 1.608301 0.901360 
1.677402 22.796813 0.104451 0.999271 5.052687 6.994381 0.087820 1.066845 
3.650641 0.403900 0.398442 0.144808 0.053052 1.398323 7.219224 2.173508 



460649248.332623 0.162299 0.860989 0.977163 4307752103.826746 0.977163 0.860989 0.162299 
0.299529 76.204765 1.492390 0.205365 0.414035 0.795080 0.329305 6.005508 
0.734610 13.025724 5.537722 0.157008 5.355872 7.926365 1.150810 0.703445 
0.163952 1.199492 1.623538 0.654834 1.682005 0.144974 1.432169 11.875690 
2759400972.414250 0.182103 1.099032 0.383345 2674619575.789820 0.383345 1.099032 0.182103 
0.163952 11.875690 1.432169 0.144974 1.682005 0.654834 1.623538 1.199492 
0.734610 0.703445 1.150810 7.926365 5.355872 0.157008 5.537722 13.025723 
0.299529 6.005508 0.329305 0.795080 0.414035 0.205365 1.492390 76.204761 



1.380243 1.174168 1.566749 1.751565 0.062667 0.309207 0.340828 0.082116 
3.650641 2.173508 7.219224 1.398323 0.053052 0.144808 0.398442 0.403900 
1.677402 1.066845 0.087820 6.994382 5.052687 0.999271 0.104451 22.796813 
0.509742 0.901360 1.608301 0.683397 15.223134 1.676200 0.778424 0.021902 
0.174376 4.358241 0.035587 0.878103 1.186911 0.475379 4.072105 0.301275 
2.064428 1.631988 0.762965 0.143402 2.346609 0.483759 99.684226 1.521751 
12.054634 0.770503 4.785792 1.121849 1.578055 1.777572 3.119894 0.817400 
0.172565 1.832994 0.398638 0.230947 3.257936 0.536850 1.162605 35.064790 



0.358730 0.593691 0.913675 1.148421 0.767153 133.309378 19.626974 5.030831 
2.462383 3.568188 0.255779 0.725019 3.534000 1.541468 15.428413 17.303966 
0.142219 0.296901 3.823753 23.964637 1.564115 3.138896 0.799063 0.989689 
0.731621 4.160920 4.479172 6.623697 1.107429 1.046418 19.567024 0.257941 
0.314152 0.279561 0.770142 0.897358 2.040309 10.250838 0.011528 4.816649 
2.441943 1.245348 1.173107 0.528867 1.621775 1.490706 1.533032 0.049886 
1.976735 3.127395 1.539607 1.535070 4.017121 1.754499 0.124685 1.144103 
0.631812 2.174206 2.840587 2.165076 2.775767 0.052703 1.861318 0.665506 



5.898255 0.390552 20.482037 0.058784 2.569323 2.148884 2.954593 0.035989 
0.372739 2.918636 0.608081 1.165729 1.775153 4.072595 0.219119 0.556000 
0.393017 0.123338 22.524911 3.273786 0.103819 0.653961 0.512856 0.296396 
1.269382 0.321369 0.551677 1.211139 1.364905 6.096673 0.878922 1.118701 
0.523306 2.047867 0.457909 0.980712 0.526892 2.456051 0.140730 0.194367 
0.850403 0.799677 6.750240 0.473569 0.149623 2.574564 0.602660 4.208053 
1.879019 1.142957 3.384887 4.307007 2.413427 0.922031 59.177560 0.326214 
0.694090 3.438124 1.908851 0.029516 5.143153 1.295088 4.328514 0.018358 



