bin n k/h/Mpc lin_power/(Mpc/h)^3 2_power reference
0 124 0.007026 102.508930 80.068900 100.000000
1 93 0.007610 103.085880 76.828054 100.000000
2 104 0.008076 83.730474 60.234450 100.000000
3 80 0.008457 92.153726 63.847423 100.000000
4 205 0.009030 103.156734 66.769089 100.000000
5 100 0.009540 107.275578 64.342815 100.000000
6 209 0.010041 99.656299 59.368108 100.000000
7 240 0.010642 115.817519 63.468459 100.000000
8 241 0.011260 108.621590 55.058024 100.000000
9 340 0.011879 85.031362 40.637841 100.000000
10 393 0.012644 97.106568 41.143452 100.000000
11 428 0.013354 99.851162 38.564874 100.000000
12 501 0.014109 94.747072 32.952490 100.000000
13 585 0.014893 97.449733 30.199824 100.000000
14 724 0.015725 100.788096 27.019092 100.000000
15 893 0.016669 105.402164 23.761297 100.000000
16 981 0.017639 95.578717 18.292938 100.000000
17 1153 0.018627 103.106560 16.006909 100.000000
18 1385 0.019682 95.958139 12.082623 100.000000
19 1557 0.020783 101.614878 10.210171 100.000000
20 2017 0.021982 101.371654 7.655344 100.000000
21 2305 0.023275 101.925342 5.665439 100.000000
22 2761 0.024635 100.002511 3.865399 100.000000
23 3185 0.026058 101.869505 2.726464 100.000000
24 3809 0.027557 102.292632 1.813609 100.000000
25 4433 0.029141 101.279904 1.121025 100.000000
26 5322 0.030819 96.747353 0.651169 100.000000
27 6089 0.032574 101.204681 0.395120 100.000000
28 7270 0.034419 100.844217 0.217148 100.000000
29 8861 0.036411 98.653079 0.112038 100.000000
30 10350 0.038535 100.894384 0.057409 100.000000
31 11926 0.040738 99.354088 0.028147 100.000000
32 14314 0.043059 99.284577 0.013535 100.000000
33 17194 0.045556 99.805138 0.006474 100.000000
34 19970 0.048189 100.452653 0.003000 100.000000
35 23330 0.050935 99.997654 0.001354 100.000000
36 28019 0.053852 99.419727 0.000572 100.000000
37 32810 0.056943 100.379106 0.000219 100.000000
38 39011 0.060210 99.470719 0.000079 100.000000
39 46275 0.063681 99.350621 0.000024 100.000000
40 54283 0.067342 99.612184 0.000007 100.000000
41 64447 0.071210 100.140916 0.000002 100.000000
42 75927 0.075301 100.180838 0.000000 100.000000
43 89732 0.079622 100.785063 0.000000 100.000000
44 106183 0.084193 100.021066 0.000000 100.000000
45 125668 0.089033 99.957554 0.000000 100.000000
46 148604 0.094155 99.963762 0.000000 100.000000
47 175353 0.099567 100.086377 0.000000 100.000000
48 207425 0.105288 99.841443 0.000000 100.000000
49 244857 0.111334 100.098708 0.000000 100.000000
50 289677 0.117728 100.071208 0.000000 100.000000
51 342617 0.124493 100.147151 0.000000 100.000000
52 405414 0.131652 99.811832 0.000000 100.000000
53 478986 0.139223 100.107019 0.000000 100.000000
54 566031 0.147224 100.083419 0.000000 100.000000
55 668383 0.155679 99.889285 0.000000 100.000000
56 738901 0.164493 99.965285 0.000000 100.000000
57 725334 0.173923 99.928999 0.000000 100.000000
58 690734 0.183891 99.837196 0.000000 100.000000
59 629822 0.194412 100.077989 0.000000 100.000000
